t_s,psi_deg,psi_dot_dps,pwm_us
12.0792,30.1802,-0.5595,1300
12.0993,30.1802,-0.5595,1300
12.1194,30.1802,-0.5595,1300
12.1395,30.1516,-0.0000,1300
12.1596,30.1516,-0.0000,1300
12.1797,30.1633,-0.0000,1300
12.1998,30.1633,-0.2238,1300
12.2199,30.1633,-0.2238,1300
12.2399,30.1748,-0.3357,1300
12.2600,30.1748,-0.3357,1300
12.2801,30.1683,-0.6714,1300
12.3002,30.1683,-0.6714,1300
12.3203,30.1683,-0.6714,1300
12.3404,30.1966,0.4476,1300
12.3605,30.1966,0.4476,1300
12.3806,30.2354,0.8952,1300
12.4007,30.2354,0.8952,1300
12.4208,30.2354,0.8952,1300
12.4409,30.2907,1.1191,1300
12.4610,30.2907,1.1191,1300
12.4811,30.3461,0.8952,1300
12.5012,30.3461,0.8952,1300
12.5212,30.3847,0.8952,1300
12.5413,30.3847,-0.0000,1300
12.5615,30.3847,-0.0000,1300
12.5816,30.4131,-0.1119,1300
12.6016,30.4131,-0.1119,1300
12.6217,30.4233,-0.1119,1300
12.6418,30.4233,-0.7833,1300
12.6619,30.4233,-0.7833,1300
12.6821,30.4130,0.6714,1300
12.7022,30.4130,0.6714,1300
12.7223,30.4350,0.6714,1300
12.7423,30.4350,-0.0000,1300
12.7624,30.4350,-0.0000,1300
12.7825,30.4350,-0.0000,1300
12.8026,30.4350,-0.0000,1300
12.8227,30.4182,-0.0000,1300
12.8428,30.4182,-1.0072,1300
12.8629,30.4182,-1.0072,1300
12.8830,30.4016,0.1119,1300
12.9031,30.4016,0.1119,1300
12.9232,30.3681,0.1119,1300
12.9433,30.3681,-0.5595,1300
12.9634,30.3681,-0.5595,1300
12.9834,30.3515,-0.3357,1300
13.0035,30.3515,-0.3357,1300
13.0236,30.3463,-0.3357,1300
13.0437,30.3463,-0.0000,1300
13.0638,30.3463,-0.0000,1300
13.0839,30.3463,0.1119,1300
13.1040,30.3463,0.1119,1300
13.1241,30.3296,0.1119,1300
13.1442,30.3296,-0.6714,1300
13.1643,30.3296,-0.6714,1300
13.1844,30.3129,0.2238,1300
13.2045,30.3129,0.2238,1300
13.2245,30.3296,0.2238,1300
13.2446,30.3296,-0.4476,1300
13.2647,30.3296,-0.4476,1300
13.2848,30.3297,0.3357,1300
13.3049,30.3297,0.3357,1300
13.3250,30.3465,0.3357,1300
13.3451,30.3465,-0.4476,1300
13.3652,30.3465,-0.4476,1300
13.3853,30.3633,-0.4476,1300
13.4054,30.3633,-0.4476,1300
13.4255,30.3801,-0.4476,1300
13.4456,30.3801,0.1119,1300
13.4657,30.3801,0.1119,1300
13.4858,30.3803,0.3357,1300
13.5059,30.3803,0.3357,1300
13.5260,30.3802,0.3357,1300
13.5461,30.3802,-0.7833,1300
13.5662,30.3802,-0.7833,1300
13.5863,30.3583,-1.0072,1300
13.6063,30.3583,-1.0072,1300
13.6264,30.3299,-1.0072,1300
13.6466,30.3299,-0.5595,1300
13.6667,30.3299,-0.5595,1300
13.6868,30.3196,-0.3357,1300
13.7069,30.3196,-0.3357,1300
13.7270,30.3195,-0.3357,1300
13.7471,30.3195,-0.3357,1300
13.7672,30.3195,-0.3357,1300
13.7873,30.3246,0.3357,1300
13.8074,30.3246,0.3357,1300
13.8275,30.3130,0.3357,1300
13.8476,30.3130,-0.4476,1300
13.8677,30.3130,-0.4476,1300
13.8878,30.3027,-0.3357,1300
13.9079,30.3027,-0.3357,1300
13.9280,30.2742,-0.3357,1300
13.9481,30.2742,-0.3357,1300
13.9682,30.2742,-0.3357,1300
13.9883,30.2522,0.1119,1300
14.0084,30.2522,0.1119,1300
14.0285,30.2573,0.1119,1300
14.0486,30.2573,0.2238,1300
14.0687,30.2573,0.2238,1300
14.0888,30.2858,-0.3357,1300
14.1089,30.2858,-0.3357,1300
14.1290,30.2909,-0.3357,1300
14.1491,30.2909,-0.1119,1300
14.1692,30.2909,-0.1119,1300
14.1893,30.2794,-0.2238,1300
14.2093,30.2794,-0.2238,1300
14.2294,30.2911,-0.2238,1300
14.2495,30.2911,0.1119,1300
14.2696,30.2911,0.1119,1300
14.2898,30.2795,0.3357,1300
14.3099,30.2795,0.3357,1300
14.3299,30.2911,0.3357,1300
14.3500,30.2911,-0.5595,1300
14.3701,30.2911,-0.5595,1300
14.3903,30.3194,1.2310,1300
14.4103,30.3194,1.2310,1300
14.4305,30.3413,-0.3357,1300
14.4505,30.3413,-0.3357,1300
14.4706,30.3413,-0.3357,1300
14.4908,30.3464,0.8952,1300
14.5109,30.3464,0.8952,1300
14.5310,30.3631,-0.6714,1300
14.5511,30.3631,-0.6714,1300
14.5712,30.3631,-0.6714,1300
14.5912,30.3515,-0.5595,1300
14.6113,30.3515,-0.5595,1300
14.6315,30.3463,0.8952,1300
14.6516,30.3463,0.8952,1300
14.6716,30.3463,0.8952,1300
14.6917,30.3799,-0.2238,1300
14.7118,30.3799,-0.2238,1300
14.7319,30.4017,0.2238,1300
14.7520,30.4017,0.2238,1300
14.7721,30.4069,0.2238,1300
14.7922,30.4069,-0.2238,1300
14.8123,30.4069,-0.2238,1300
14.8324,30.4018,-0.6714,1300
14.8525,30.4018,-0.6714,1300
14.8726,30.3967,-0.6714,1300
14.8927,30.3967,0.1119,1300
14.9128,30.3967,0.1119,1300
14.9329,30.3799,-0.5595,1300
14.9529,30.3799,-0.5595,1300
14.9732,30.3799,-0.5595,1300
14.9933,30.3799,0.6714,1300
15.0133,30.3799,0.6714,1300
15.0334,30.3850,-0.0000,1300
15.0535,30.3850,-0.0000,1300
15.0736,30.3901,-0.0000,1300
15.0937,30.3901,0.6714,1300
15.1138,30.3901,0.6714,1300
15.1339,30.4234,0.7833,1300
15.1540,30.4234,0.7833,1300
15.1741,30.4350,0.7833,1300
15.1942,30.4350,-0.2238,1300
15.2143,30.4350,-0.2238,1300
15.2344,30.4132,-0.4476,1300
15.2545,30.4132,-0.4476,1300
15.2746,30.4014,-0.4476,1300
15.2947,30.4014,-0.3357,1300
15.3148,30.4014,-0.3357,1300
15.3349,30.3963,0.2238,1300
15.3550,30.3963,0.2238,1300
15.3751,30.4130,0.2238,1300
15.3951,30.4130,1.5667,1300
15.4152,30.4130,1.5667,1300
15.4353,30.4568,0.6714,1300
15.4554,30.4568,0.6714,1300
15.4755,30.5018,0.6714,1300
15.4956,30.5018,0.5595,1300
15.5156,30.5018,0.5595,1300
15.5357,30.5289,0.2238,1300
15.5558,30.5289,0.2238,1300
15.5759,30.5341,0.2238,1300
15.5960,30.5341,-0.2238,1300
15.6161,30.5341,-0.2238,1300
15.6363,30.5457,0.2238,1300
15.6564,30.5457,0.2238,1300
15.6765,30.5625,0.2238,1300
15.6966,30.5625,0.3357,1300
15.7167,30.5625,0.3357,1300
15.7368,30.5959,1.1191,1300
15.7568,30.5959,1.1191,1300
15.7769,30.6229,1.1191,1300
15.7971,30.6229,-0.4476,1300
15.8171,30.6229,-0.4476,1300
15.8372,30.6512,-0.2238,1300
15.8573,30.6512,-0.2238,1300
15.8775,30.6396,-0.2238,1300
15.8975,30.6396,0.2238,1300
15.9176,30.6396,0.2238,1300
15.9377,30.6345,-1.0072,1300
15.9578,30.6345,-1.0072,1300
15.9779,30.6127,-1.0072,1300
15.9980,30.6127,-1.2310,1300
16.0181,30.6127,-1.2310,1300
16.0382,30.5623,-0.0000,1300
16.0583,30.5623,-0.0000,1300
16.0784,30.5456,-0.0000,1300
16.0985,30.5456,0.1119,1300
16.1186,30.5456,0.1119,1300
16.1387,30.5288,-0.2238,1300
16.1588,30.5288,-0.2238,1300
16.1789,30.4953,-0.2238,1300
16.1990,30.4953,-0.8952,1300
16.2191,30.4953,-0.8952,1300
16.2392,30.4683,-1.3429,1300
16.2595,30.4683,-1.3429,1300
16.2796,30.4347,-1.3429,1300
16.3009,30.4347,-0.3357,1300
16.3210,30.4347,-0.3357,1300
16.3410,30.4180,-0.6714,1300
16.3611,30.4180,-0.6714,1300
16.3812,30.4012,0.5595,1300
16.4013,30.4012,0.5595,1300
16.4214,30.4012,0.5595,1300
16.4415,30.4179,-0.2238,1300
16.4615,30.4179,-0.2238,1300
16.4816,30.4231,-0.0000,1300
16.5017,30.4231,-0.0000,1300
16.5218,30.4231,-0.0000,1300
16.5419,30.4565,-0.0000,1300
16.5620,30.4565,-0.0000,1300
16.5821,30.4901,0.5595,1300
16.6022,30.4901,0.5595,1300
16.6223,30.4901,0.5595,1300
16.6424,30.5069,0.4476,1300
16.6625,30.5069,0.4476,1300
16.6826,30.5238,0.7833,1300
16.7027,30.5238,0.7833,1300
16.7228,30.5406,0.7833,1300
16.7429,30.5406,0.1119,1300
16.7630,30.5406,0.1119,1300
16.7831,30.5290,-0.2238,1300
16.8032,30.5290,-0.2238,1300
16.8233,30.5070,-0.2238,1300
16.8434,30.5070,-1.2310,1300
16.8635,30.5070,-1.2310,1300
16.8836,30.4904,0.4476,1300
16.9037,30.4904,0.4476,1300
16.9238,30.5073,0.4476,1300
16.9439,30.5073,0.1119,1300
16.9639,30.5073,0.1119,1300
16.9840,30.5126,0.1119,1300
17.0042,30.5126,0.1119,1300
17.0243,30.5358,0.1119,1300
17.0443,30.5358,-0.5595,1300
17.0644,30.5358,-0.5595,1300
17.0846,30.5294,-0.2238,1300
17.1047,30.5294,-0.2238,1300
17.1248,30.5360,-0.2238,1300
17.1449,30.5360,-0.1119,1300
17.1649,30.5360,-0.1119,1300
17.1851,30.5244,-0.0000,1300
17.2052,30.5244,-0.0000,1300
17.2253,30.5295,-0.0000,1300
17.2454,30.5295,-0.3357,1300
17.2655,30.5295,-0.3357,1300
17.2856,30.5412,0.2238,1300
17.3057,30.5412,0.2238,1300
17.3269,30.5581,0.2238,1300
17.3470,30.5581,-0.2238,1300
17.3670,30.5581,-0.2238,1300
17.3871,30.5580,0.4476,1300
17.4072,30.5580,0.4476,1300
17.4273,30.5630,0.4476,1300
17.4474,30.5630,-0.2238,1300
17.4675,30.5630,-0.2238,1300
17.4876,30.5463,-0.3357,1300
17.5077,30.5463,-0.3357,1300
17.5278,30.5129,-0.3357,1300
17.5479,30.5129,-0.6714,1300
17.5680,30.5129,-0.6714,1300
17.5881,30.4909,0.6714,1300
17.6082,30.4909,0.6714,1300
17.6283,30.4859,0.6714,1300
17.6483,30.4859,-0.7833,1300
17.6684,30.4859,-0.7833,1300
17.6885,30.4524,-0.5595,1300
17.7086,30.4524,-0.5595,1300
17.7287,30.4409,-0.5595,1300
17.7488,30.4409,-1.1191,1300
17.7689,30.4409,-1.1191,1300
17.7890,30.4242,-0.4476,1300
17.8091,30.4242,-0.4476,1300
17.8292,30.4191,-0.4476,1300
17.8493,30.4191,-0.6714,1300
17.8694,30.4191,-0.6714,1300
17.8895,30.3973,-0.5595,1300
17.9096,30.3973,-0.5595,1300
17.9297,30.3806,-0.5595,1300
17.9498,30.3806,-0.4476,1300
17.9699,30.3806,-0.4476,1300
17.9900,30.3520,-0.4476,1300
18.0101,30.3520,-0.4476,1300
18.0302,30.3585,-0.4476,1300
18.0503,30.3585,0.1119,1300
18.0703,30.3585,0.1119,1300
18.0905,30.3636,0.7833,1300
18.1106,30.3636,0.7833,1300
18.1306,30.3971,0.7833,1300
18.1508,30.3971,-0.0000,1300
18.1709,30.3971,-0.0000,1300
18.1910,30.4074,0.3357,1300
18.2111,30.4074,0.3357,1300
18.2312,30.4242,0.3357,1300
18.2512,30.4242,0.2238,1300
18.2713,30.4242,0.2238,1300
18.2915,30.4526,-0.6714,1300
18.3116,30.4526,-0.6714,1300
18.3316,30.4527,-0.6714,1300
18.3517,30.4527,0.1119,1300
18.3718,30.4527,0.1119,1300
18.3919,30.4410,-0.4476,1300
18.4120,30.4410,-0.4476,1300
18.4321,30.4578,1.0072,1300
18.4522,30.4578,1.0072,1300
18.4723,30.4578,1.0072,1300
18.4924,30.4912,1.2310,1300
18.5129,30.4912,1.2310,1300
18.5329,30.5130,0.2238,1300
18.5530,30.5130,0.2238,1300
18.5731,30.5412,0.2238,1300
18.5932,30.5412,0.3357,1300
18.6133,30.5412,0.3357,1300
18.6334,30.5296,-0.6714,1300
18.6535,30.5296,-0.6714,1300
18.6736,30.5192,-0.6714,1300
18.6937,30.5192,-0.0000,1300
18.7138,30.5192,-0.0000,1300
18.7339,30.4960,-0.4476,1300
18.7540,30.4960,-0.4476,1300
18.7741,30.5077,-0.4476,1300
18.7942,30.5077,-1.3429,1300
18.8143,30.5077,-1.3429,1300
18.8345,30.4961,0.1119,1300
18.8545,30.4961,0.1119,1300
18.8746,30.5245,0.1119,1300
18.8948,30.5245,0.3357,1300
18.9149,30.5245,0.3357,1300
18.9350,30.5245,-0.1119,1300
18.9551,30.5245,-0.1119,1300
18.9752,30.5362,-0.1119,1300
18.9962,30.5362,-0.7833,1300
19.0163,30.5362,-0.7833,1300
19.0364,30.5132,-0.0000,1300
19.0565,30.5132,-0.0000,1300
19.0766,30.5081,-0.0000,1300
19.0967,30.5081,-0.3357,1300
19.1168,30.5081,-0.3357,1300
19.1368,30.5029,-0.4476,1300
19.1569,30.5029,-0.4476,1300
19.1770,30.4914,-0.4476,1300
19.1971,30.4914,0.3357,1300
19.2172,30.4914,0.3357,1300
19.2373,30.4915,-0.3357,1300
19.2574,30.4915,-0.3357,1300
19.2775,30.4915,-0.3357,1300
19.2976,30.4915,-0.4476,1300
19.3177,30.4915,-0.4476,1300
19.3378,30.4914,-1.0072,1300
19.3579,30.4914,-1.0072,1300
19.3780,30.4746,-1.0072,1300
19.3981,30.4746,-0.2238,1300
19.4182,30.4746,-0.2238,1300
19.4383,30.4696,-1.0072,1300
19.4587,30.4696,-1.0072,1300
19.4788,30.4580,-1.0072,1300
19.4989,30.4580,-0.4476,1300
19.5190,30.4580,-0.4476,1300
19.5390,30.4413,-0.3357,1300
19.5591,30.4413,-0.3357,1300
19.5792,30.4360,-0.3357,1300
19.5993,30.4360,-0.4476,1300
19.6195,30.4360,-0.4476,1300
19.6395,30.4309,0.1119,1300
19.6596,30.4309,0.1119,1300
19.6797,30.4243,0.1119,1300
19.6998,30.4243,-0.2238,1300
19.7199,30.4243,-0.2238,1300
19.7400,30.4359,0.4476,1300
19.7601,30.4359,0.4476,1300
19.7802,30.4578,0.4476,1300
19.8003,30.4578,0.2238,1300
19.8204,30.4578,0.2238,1300
19.8405,30.4861,-0.6714,1300
19.8606,30.4861,-0.6714,1300
19.8807,30.4641,-0.6714,1300
19.9008,30.4641,-0.4476,1300
19.9209,30.4641,-0.4476,1300
19.9410,30.4409,-0.6714,1300
19.9611,30.4409,-0.6714,1300
19.9812,30.4306,-0.6714,1300
20.0013,30.4306,-0.1119,1300
20.0214,30.4306,-0.1119,1300
20.0415,30.4022,-0.2238,1300
20.0616,30.4022,-0.2238,1300
20.0817,30.4022,-0.2238,1300
20.1018,30.4022,-0.3357,1300
20.1219,30.4022,-0.3357,1300
20.1420,30.4305,1.1191,1300
20.1621,30.4305,1.1191,1300
20.1822,30.4576,0.4476,1300
20.2023,30.4576,0.4476,1300
20.2224,30.4576,0.4476,1300
20.2425,30.4691,0.1119,1300
20.2625,30.4691,0.1119,1300
20.2826,30.4573,-0.0000,1300
20.3028,30.4573,-0.0000,1300
20.3229,30.4573,-0.0000,1300
20.3430,30.4354,-1.2310,1300
20.3631,30.4354,-1.2310,1300
20.3832,30.3966,-0.2238,1300
20.4033,30.3966,-0.2238,1300
20.4234,30.3966,-0.2238,1300
20.4435,30.3849,-0.0000,1300
20.4636,30.3849,-0.0000,1300
20.4837,30.3847,-0.2238,1300
20.5038,30.3847,-0.2238,1300
20.5239,30.3847,-0.2238,1300
20.5439,30.3899,0.8952,1300
20.5640,30.3899,0.8952,1300
20.5841,30.4299,-0.7833,1300
20.6042,30.4299,-0.7833,1300
20.6243,30.4182,-0.7833,1300
20.6444,30.4182,-0.5595,1300
20.6645,30.4182,-0.5595,1300
20.6846,30.4181,0.6714,1300
20.7047,30.4181,0.6714,1300
20.7248,30.4015,0.6714,1300
20.7449,30.4015,-1.9024,1300
20.7650,30.4015,-1.9024,1300
20.7851,30.3628,-0.6714,1300
20.8052,30.3628,-0.6714,1300
20.8253,30.3578,-0.6714,1300
20.8454,30.3578,-0.1119,1300
20.8655,30.3578,-0.1119,1300
20.8856,30.3578,0.7833,1300
20.9057,30.3578,0.7833,1300
20.9258,30.3965,0.7833,1300
20.9459,30.3965,0.1119,1300
20.9660,30.3965,0.1119,1300
20.9861,30.4068,-0.3357,1300
21.0062,30.4068,-0.3357,1500
21.0263,30.4184,-0.3357,1500
21.0464,30.4184,-0.8952,1500
21.0664,30.4184,-0.8952,1500
21.0865,30.0684,-27.5288,1500
21.1066,30.0684,-27.5288,1500
21.1268,28.0745,-27.5288,1500
21.1469,28.0745,-67.7030,1500
21.1670,28.0745,-67.7030,1500
21.1870,24.1498,-104.4081,1500
21.2072,24.1498,-104.4081,1500
21.2273,18.4889,-104.4081,1500
21.2474,18.4889,-104.6319,1500
21.2675,18.4889,-104.6319,1500
21.2876,14.7755,-48.9028,1500
21.3077,14.7755,-48.9028,1500
21.3277,12.9854,-48.9028,1500
21.3478,12.9854,10.0715,1500
21.3679,12.9854,10.0715,1500
21.3879,13.9728,30.3265,1500
21.4081,13.9728,30.3265,1500
21.4281,15.3620,30.3265,1500
21.4482,15.3620,18.9121,1500
21.4683,15.3620,18.9121,1500
21.4883,16.0410,2.3500,1500
21.5084,16.0410,2.3500,1500
21.5285,16.0021,2.3500,1500
21.5486,16.0021,-9.8477,1500
21.5686,16.0021,-9.8477,1500
21.5887,15.3224,-22.0454,1500
21.6088,15.3224,-22.0454,1500
21.6289,14.1979,-22.0454,1500
21.6489,14.1979,-22.0454,1500
21.6690,14.1979,-22.0454,1500
21.6891,13.2599,-9.4001,1500
21.7091,13.2599,-9.4001,1500
21.7292,12.8953,-9.4001,1500
21.7493,12.8953,-8.3929,1500
21.7694,12.8953,-8.3929,1500
21.7895,12.3161,-20.4788,1500
21.8095,12.3161,-20.4788,1500
21.8296,11.1097,-20.4788,1500
21.8497,11.1097,-32.2289,1500
21.8698,11.1097,-32.2289,1500
21.8899,9.3948,-37.0408,1500
21.9099,9.3948,-37.0408,1500
21.9300,7.6148,-37.0408,1500
21.9501,7.6148,-32.9003,1500
21.9702,7.6148,-32.9003,1500
21.9902,6.1484,-24.2836,1500
22.0103,6.1484,-24.2836,1500
22.0304,4.9805,-24.2836,1500
22.0505,4.9805,-25.4026,1500
22.0706,4.9805,-25.4026,1500
22.0906,3.5881,-32.2289,1500
22.1107,3.5881,-32.2289,1500
22.1308,1.9189,-32.2289,1500
22.1508,1.9189,-35.5861,1500
22.1709,1.9189,-35.5861,1500
22.1910,0.2587,-32.9003,1500
22.2111,0.2587,-32.9003,1500
22.2311,-0.7894,-32.9003,1500
22.2512,-0.7894,-31.1098,1500
22.2713,-0.7894,-31.1098,1500
22.2913,0.4884,-28.4241,1500
22.3114,0.4884,-28.4241,1500
22.3315,1.7224,-28.4241,1500
22.3516,1.7224,-24.0598,1500
22.3717,1.7224,-24.0598,1500
22.3917,2.8222,-17.5692,1500
22.4118,2.8222,-17.5692,1500
22.4319,3.5801,-17.5692,1500
22.4520,3.5801,-10.0715,1500
22.4721,3.5801,-10.0715,1500
22.4921,3.9889,-1.7905,1500
22.5122,3.9889,-1.7905,1500
22.5323,3.9126,-1.7905,1500
22.5524,3.9126,6.8263,1500
22.5724,3.9126,6.8263,1500
22.5925,3.4645,13.7644,1500
22.6126,3.4645,13.7644,1500
22.6327,2.6889,13.7644,1500
22.6528,2.6889,19.2478,1500
22.6728,2.6889,19.2478,1500
22.6929,1.6988,23.1645,1500
22.7130,1.6988,23.1645,1500
22.7331,0.5442,23.1645,1500
22.7532,0.5442,25.2907,1500
22.7732,0.5442,25.2907,1500
22.7933,-0.7272,25.6264,1500
22.8134,-0.7272,25.6264,1500
22.8335,-0.5935,23.9478,1500
22.8535,-0.5935,23.9478,1500
22.8736,-0.5935,23.9478,1500
22.8937,0.6194,20.4788,1500
22.9138,0.6194,20.4788,1500
22.9339,1.5539,15.4430,1500
22.9539,1.5539,15.4430,1500
22.9740,1.5539,15.4430,1500
22.9941,2.2385,9.1763,1500
23.0142,2.2385,9.1763,1500
23.0343,2.5618,2.1262,1500
23.0543,2.5618,2.1262,1500
23.0744,2.5618,2.1262,1500
23.0945,2.5611,-5.1477,1500
23.1146,2.5611,-5.1477,1500
23.1346,2.1535,-11.3025,1500
23.1547,2.1535,-11.3025,1500
23.1748,1.5653,-11.3025,1500
23.1949,1.5653,-16.2263,1500
23.2150,1.5653,-16.2263,1500
23.2350,0.7968,-19.5835,1500
23.2551,0.7968,-19.5835,1500
23.2752,-0.4874,-19.5835,1500
23.2953,-0.4874,-21.5978,1500
23.3154,-0.4874,-21.5978,1500
23.3354,-0.8638,-22.0454,1500
23.3555,-0.8638,-22.0454,1500
23.3756,-0.1074,-22.0454,1500
23.3957,-0.1074,-20.5907,1500
23.4157,-0.1074,-20.5907,1500
23.4358,0.8780,-17.4573,1500
23.4559,0.8780,-17.4573,1500
23.4760,1.7161,-17.4573,1500
23.4960,1.7161,-12.8692,1500
23.5161,1.7161,-12.8692,1500
23.5362,2.2599,-7.3858,1500
23.5563,2.2599,-7.3858,1500
23.5763,2.6291,-7.3858,1500
23.5964,2.6291,-1.5667,1500
23.6165,2.6291,-1.5667,1500
23.6366,2.5594,4.1405,1500
23.6566,2.5594,4.1405,1500
23.6767,2.2634,4.1405,1500
23.6968,2.2634,9.2882,1500
23.7169,2.2634,9.2882,1500
23.7370,1.7428,13.2049,1500
23.7570,1.7428,13.2049,1500
23.7771,1.0849,13.2049,1500
23.7972,1.0849,16.1144,1500
23.8173,1.0849,16.1144,1500
23.8373,0.2545,17.4573,1500
23.8574,0.2545,17.4573,1500
23.8775,-0.6955,17.4573,1500
23.8975,-0.6955,17.7930,1500
23.9176,-0.6955,17.7930,1500
23.9377,-0.8824,16.4502,1500
23.9578,-0.8824,16.4502,1500
23.9778,-0.5192,16.4502,1500
23.9979,-0.5192,13.9882,1500
